Order Date,Product Name,Sales
2020-09-06,Laptop Stand,2195
2022-05-03,Table Fan,3736
2023-12-31,Electric Toothbrush,301
2023-09-04,Room Heater,2832
2020-06-30,LED TV,1899
2024-02-16,Espresso Machine,1911
2023-01-17,Room Heater,1020
2022-12-12,Robot Vacuum,4051
2021-12-20,Flower Vase,1205
2021-10-03,Laptop Stand,336
2024-09-20,Room Heater,4710
2021-06-04,Table Fan,3689
2023-07-04,Cool Drink,2390
2023-05-18,Decorative Light,821
2021-01-11,Bluetooth Speaker,3765
2020-06-30,Electric Toothbrush,1063
2024-01-09,LED TV,2976
2023-12-14,Table Fan,231
2025-03-19,Cool Drink,363
2022-02-13,Smart Bulb,2708
2022-05-18,Noise Cancelling Headphones,2181
2020-07-23,Robot Vacuum,140
2023-07-31,Flower Vase,4780
2024-03-22,Flower Vase,4340
2024-02-24,Air Purifier,1563
2023-05-10,Table Fan,1631
2022-03-02,Air Purifier,3413
2022-07-02,Flower Vase,2666
2021-01-20,Bluetooth Speaker,1174
2020-12-13,Smart Bulb,1272
2023-07-05,Yoga Mat,604
2024-09-10,Air Purifier,448
2021-09-01,Flower Vase,3970
2020-11-30,Table Fan,967
2023-03-19,Noise Cancelling Headphones,546
2023-12-02,Air Purifier,3583
2022-03-14,Wireless Charger,2560
2024-01-19,Table Fan,2154
2023-09-17,Cool Drink,4074
2023-03-26,Decorative Light,2873
2021-12-21,Espresso Machine,2739
2022-07-26,Air Purifier,195
2023-05-19,Decorative Light,1810
2022-09-18,Table Fan,1741
2025-02-13,Smart Watch,4784
2020-06-20,Table Fan,4399
2023-03-01,Smart Bulb,857
2020-10-06,Robot Vacuum,2611
2022-12-22,Bluetooth Speaker,3043
2021-05-19,Air Purifier,1721
2023-10-23,Noise Cancelling Headphones,4938
2023-09-10,Air Purifier,936
2022-12-18,Bluetooth Speaker,1277
2024-06-29,LED TV,2346
2022-05-20,Bluetooth Speaker,3801
2020-08-14,Room Heater,4160
2020-09-26,Espresso Machine,484
2021-01-07,Smart Watch,3979
2020-09-30,Espresso Machine,966
2023-11-19,Smart Watch,2045
2020-08-27,Room Heater,3626
2022-02-27,Wireless Charger,853
2022-07-02,Yoga Mat,2295
2022-04-26,Decorative Light,2223
2021-12-20,Robot Vacuum,3705
2025-02-21,Bluetooth Speaker,3146
2020-05-20,Laptop Stand,73
2020-12-08,Electric Toothbrush,4734
2021-08-22,Flower Vase,1074
2024-08-04,Flower Vase,595
2021-12-22,Wireless Charger,1329
2021-06-04,Noise Cancelling Headphones,1000
2025-02-15,Cool Drink,3533
2022-12-06,Smart Watch,4090
2021-06-16,Electric Toothbrush,3993
2024-12-08,Robot Vacuum,1499
2025-02-14,Noise Cancelling Headphones,3489
2021-07-19,Noise Cancelling Headphones,1483
2024-06-26,Room Heater,3049
2021-08-18,Flower Vase,1540
2025-01-05,Noise Cancelling Headphones,3484
2023-08-24,LED TV,1241
2022-08-28,Bluetooth Speaker,60
2022-11-17,Bluetooth Speaker,135
2025-03-26,Smart Bulb,4289
2020-10-17,Electric Toothbrush,1058
2023-06-04,Laptop Stand,1921
2023-04-28,Noise Cancelling Headphones,2973
2022-10-16,Yoga Mat,2240
2025-04-19,Bluetooth Speaker,134
2023-12-06,Bluetooth Speaker,2207
2022-03-19,Noise Cancelling Headphones,1106
2021-07-12,Robot Vacuum,4354
2024-05-15,Cool Drink,1160
2020-05-08,Flower Vase,1781
2020-10-16,Smart Watch,983
2021-07-11,Robot Vacuum,3424
2021-03-02,Yoga Mat,702
2024-10-17,Cool Drink,2280
2021-04-09,Table Fan,461
2020-11-03,Cool Drink,4209
2022-02-16,Flower Vase,1008
2024-09-05,Decorative Light,3925
2024-05-21,Espresso Machine,1486
2025-03-29,Wireless Charger,4084
2022-03-18,Smart Watch,4228
2024-06-20,Smart Watch,1895
2022-07-05,Wireless Charger,2690
2022-03-06,Bluetooth Speaker,2526
2022-09-21,Flower Vase,4242
2022-05-22,Room Heater,1534
2022-01-19,Smart Watch,2236
2024-01-18,Wireless Charger,4772
2023-10-26,Smart Watch,2350
2023-02-20,Bluetooth Speaker,718
2023-10-19,Flower Vase,2785
2021-09-01,Electric Toothbrush,4302
2023-03-20,Electric Toothbrush,4349
2022-11-01,Wireless Charger,3766
2021-04-21,Robot Vacuum,3439
2023-08-17,Wireless Charger,1507
2024-09-20,Air Purifier,2441
2023-03-09,Smart Watch,4800
2020-11-27,Smart Bulb,2512
2024-06-13,Cool Drink,4810
2022-01-07,Decorative Light,3050
2021-06-08,LED TV,4504
2024-11-26,Wireless Charger,585
2024-05-12,Smart Bulb,777
2023-08-26,Bluetooth Speaker,1065
2024-09-16,Bluetooth Speaker,79
2025-02-13,Yoga Mat,2887
2021-03-15,Yoga Mat,1979
2020-12-24,Noise Cancelling Headphones,1080
2024-04-28,Flower Vase,2605
2023-07-02,Wireless Charger,317
2024-02-05,Robot Vacuum,429
2023-07-26,Bluetooth Speaker,3295
2024-04-26,Smart Watch,846
2023-11-02,Yoga Mat,4306
2022-04-11,Decorative Light,2785
2022-11-29,Table Fan,4745
2024-04-29,Table Fan,4555
2021-09-13,LED TV,565
2022-09-01,Decorative Light,3845
2024-11-05,Bluetooth Speaker,4816
2024-04-15,Room Heater,1161
2022-11-28,Cool Drink,830
2024-01-09,Electric Toothbrush,4071
2022-05-01,Room Heater,2714
2021-01-03,Smart Watch,3041
2021-10-08,Laptop Stand,1516
2021-03-08,Wireless Charger,4554
2023-06-01,Bluetooth Speaker,2631
2023-01-24,Flower Vase,1698
2023-01-25,Smart Bulb,2052
2022-05-04,Electric Toothbrush,1682
2020-07-15,Cool Drink,4005
2023-10-02,Electric Toothbrush,2329
2021-01-08,Yoga Mat,2344
2021-06-16,Table Fan,1956
2020-11-15,LED TV,3216
2023-09-14,Air Purifier,4085
2021-02-11,Flower Vase,62
2024-12-22,Decorative Light,1211
2024-10-01,Decorative Light,2832
2022-05-29,Smart Bulb,3870
2020-05-13,Decorative Light,4619
2023-11-04,Smart Watch,252
2023-07-14,Smart Bulb,1621
2023-07-31,Table Fan,492
2022-05-11,Laptop Stand,3425
2025-03-29,Smart Watch,3482
2021-12-03,Air Purifier,400
2025-02-14,Cool Drink,3528
2021-07-30,Laptop Stand,3492
2022-11-28,Espresso Machine,847
2020-12-09,Espresso Machine,2552
2023-06-10,Robot Vacuum,1355
2023-09-06,Laptop Stand,2640
2022-12-27,Cool Drink,958
2024-07-29,Air Purifier,4753
2020-12-22,Wireless Charger,506
2023-01-17,Room Heater,2322
2021-08-12,Smart Bulb,4264
2023-09-09,Noise Cancelling Headphones,712
2023-08-14,Electric Toothbrush,2337
2022-09-03,Room Heater,3395
2020-07-09,Yoga Mat,247
2022-08-22,Flower Vase,3323
2023-10-03,Electric Toothbrush,2576
2023-01-12,LED TV,1444
2023-09-14,Robot Vacuum,484
2024-02-07,Smart Watch,1565
2022-05-31,Yoga Mat,4091
2020-07-13,Smart Bulb,3069
2022-01-30,Bluetooth Speaker,335
2025-03-23,Laptop Stand,725
2020-05-10,Air Purifier,4663
2024-01-23,Table Fan,4696
2021-09-18,Robot Vacuum,637
2024-09-22,Wireless Charger,2122
2023-03-21,Smart Watch,2672
2020-07-25,Table Fan,2450
2025-03-25,Table Fan,1795
2024-04-13,Electric Toothbrush,4360
2024-01-26,Bluetooth Speaker,1925
2022-10-08,Noise Cancelling Headphones,2428
2020-07-16,Flower Vase,4145
2024-11-06,Robot Vacuum,3914
2024-02-28,Wireless Charger,4265
2022-09-14,Noise Cancelling Headphones,4995
2023-06-06,Wireless Charger,1738
2020-12-28,Wireless Charger,4492
2024-04-23,Decorative Light,1493
2024-09-04,Yoga Mat,1012
2024-01-27,Espresso Machine,4445
2021-03-10,Flower Vase,4396
2023-04-03,Smart Watch,1497
2022-05-29,Espresso Machine,2155
2024-09-19,Cool Drink,3158
2024-11-19,Yoga Mat,4846
2023-08-09,Smart Watch,673
2024-07-10,Wireless Charger,2920
2021-07-03,Wireless Charger,3672
2024-10-21,Yoga Mat,3783
2025-02-06,Bluetooth Speaker,4386
2024-12-09,Smart Watch,3073
2021-05-28,Laptop Stand,4618
2020-05-17,Yoga Mat,4901
2020-07-08,LED TV,860
2021-01-27,Noise Cancelling Headphones,2450
2024-04-14,Smart Bulb,3750
2024-08-25,Wireless Charger,4202
2022-03-29,Robot Vacuum,3897
2021-07-01,Flower Vase,843
2023-12-19,Noise Cancelling Headphones,2448
2024-10-20,Robot Vacuum,2576
2025-02-09,Yoga Mat,256
2021-09-17,Yoga Mat,1613
2024-01-28,Electric Toothbrush,1579
2021-07-25,Espresso Machine,759
2024-04-30,Electric Toothbrush,3005
2024-03-07,Room Heater,2174
2022-12-09,Air Purifier,1700
2022-10-29,Smart Bulb,511
2023-12-24,Wireless Charger,3950
2024-08-23,Decorative Light,524
2020-11-02,Flower Vase,3318
2022-02-17,Smart Bulb,570
2021-01-02,Electric Toothbrush,4058
2024-06-24,Wireless Charger,4047
2023-05-14,Smart Bulb,4386
2024-06-15,Smart Bulb,4709
2024-08-30,Yoga Mat,3208
2021-05-31,Electric Toothbrush,4636
2021-04-12,Smart Bulb,4880
2021-03-14,Bluetooth Speaker,1450
2023-06-22,Electric Toothbrush,2679
2021-09-20,Yoga Mat,1089
2023-12-30,Smart Bulb,3975
2023-09-27,LED TV,2523
2020-09-07,Cool Drink,2071
2022-11-10,Robot Vacuum,4772
2022-07-12,Decorative Light,1312
2025-04-26,Yoga Mat,2218
2022-08-27,Cool Drink,3207
2024-01-12,LED TV,4061
2021-01-29,Robot Vacuum,2955
2022-11-11,Table Fan,1303
2021-03-06,Air Purifier,3190
2024-01-26,Bluetooth Speaker,2397
2020-10-07,Decorative Light,3319
2022-06-24,Noise Cancelling Headphones,1857
2020-12-24,Room Heater,2499
2022-07-09,Espresso Machine,917
2022-11-02,Air Purifier,3691
2023-03-29,Yoga Mat,3945
2020-09-18,Flower Vase,955
2021-02-26,Flower Vase,2851
2024-08-16,Cool Drink,1051
2021-02-06,Table Fan,2901
2023-07-05,Robot Vacuum,2058
2020-07-03,Electric Toothbrush,614
2021-10-13,Cool Drink,715
2023-10-24,Room Heater,2823
2021-07-16,Robot Vacuum,430
2021-05-19,Smart Watch,4411
2024-06-26,Laptop Stand,2083
2020-12-23,Espresso Machine,2243
2023-05-17,Electric Toothbrush,4585
2023-01-20,Air Purifier,1034
2020-06-14,Laptop Stand,3349
2020-12-20,Noise Cancelling Headphones,4911
2020-07-07,Flower Vase,2923
2024-10-22,Bluetooth Speaker,3698
2024-09-02,LED TV,197
2024-02-10,Wireless Charger,4321
2025-04-03,Wireless Charger,4998
2024-05-12,LED TV,2577
2023-02-22,Bluetooth Speaker,3759
2025-03-10,Decorative Light,743
2025-01-04,Bluetooth Speaker,4948
2023-06-12,Bluetooth Speaker,571
2025-04-10,Bluetooth Speaker,90
2025-01-18,Smart Watch,3374
2024-07-26,Flower Vase,3883
2020-09-28,LED TV,3759
2023-02-20,Robot Vacuum,2038
2022-09-27,Decorative Light,4330
2020-07-17,Yoga Mat,3968
2020-07-12,Air Purifier,4574
2021-09-15,Robot Vacuum,1658
2024-09-23,Air Purifier,1357
2025-01-09,Electric Toothbrush,3377
2024-03-29,Smart Bulb,2099
2024-11-13,Wireless Charger,3818
2021-05-31,Noise Cancelling Headphones,57
2020-05-07,Smart Watch,575
2021-05-23,Air Purifier,1909
2021-02-16,Decorative Light,2499
2024-09-17,Yoga Mat,127
2021-03-17,Wireless Charger,2498
2024-12-14,Laptop Stand,763
2024-08-24,Room Heater,386
2023-05-15,Electric Toothbrush,4224
2024-07-13,Noise Cancelling Headphones,2503
2023-05-02,Cool Drink,799
2024-03-10,Noise Cancelling Headphones,2334
2021-10-24,Decorative Light,273
2023-08-31,Noise Cancelling Headphones,1140
2025-01-14,Laptop Stand,1742
2022-11-17,Decorative Light,4049
2021-03-23,Air Purifier,1286
2022-09-09,Noise Cancelling Headphones,1858
2023-10-03,Wireless Charger,1115
2021-07-19,Smart Bulb,2618
2024-07-08,Yoga Mat,4598
2022-07-29,Smart Watch,938
2020-11-30,Espresso Machine,3524
2020-07-20,Decorative Light,2150
2022-02-24,Yoga Mat,2474
2023-11-23,Wireless Charger,1473
2021-07-06,Table Fan,698
2024-10-30,Table Fan,3211
2024-11-21,Decorative Light,545
2020-05-29,Flower Vase,4094
2020-06-28,Air Purifier,3510
2024-01-01,Bluetooth Speaker,4641
2022-03-26,Smart Watch,3520
2024-11-03,Cool Drink,110
2024-05-14,Yoga Mat,2985
2021-03-12,Air Purifier,1676
2021-11-28,Laptop Stand,4962
2023-12-14,Room Heater,535
2024-09-17,Yoga Mat,2930
2022-09-01,Robot Vacuum,3991
2024-03-25,Electric Toothbrush,3608
2023-12-21,Espresso Machine,3076
2021-02-16,Electric Toothbrush,4340
2021-12-16,Table Fan,706
2024-11-20,Air Purifier,1750
2022-11-10,Table Fan,2400
2021-10-02,Cool Drink,1156
2020-11-26,Table Fan,892
2024-02-03,Bluetooth Speaker,2380
2024-11-16,Smart Watch,2408
2020-09-26,LED TV,2606
2022-03-16,Espresso Machine,4769
2023-10-13,Table Fan,4310
2020-07-19,Laptop Stand,2193
2020-08-13,LED TV,2852
2024-02-16,Electric Toothbrush,4167
2021-05-12,Bluetooth Speaker,3152
2021-08-13,Yoga Mat,4558
2025-01-29,Espresso Machine,592
2024-06-13,Cool Drink,1487
2025-02-13,Air Purifier,1963
2022-12-17,Room Heater,2122
2024-05-28,Robot Vacuum,3306
2020-07-21,Table Fan,4424
2020-06-16,Room Heater,3000
2023-05-28,Espresso Machine,1149
2021-08-04,Smart Bulb,3674
2024-03-14,Decorative Light,4871
2020-10-21,Electric Toothbrush,4646
2024-07-08,Smart Bulb,869
2024-10-25,LED TV,1501
2023-02-06,Cool Drink,372
2023-11-20,Yoga Mat,4742
2021-05-17,Robot Vacuum,4232
2020-10-07,Espresso Machine,1255
2024-05-27,Espresso Machine,3388
2024-12-20,LED TV,779
2022-10-01,Table Fan,2097
2022-03-24,Robot Vacuum,4984
2022-05-22,Bluetooth Speaker,4180
2021-08-17,Robot Vacuum,931
2023-09-24,Decorative Light,1956
2024-08-02,Espresso Machine,1773
2023-01-30,Laptop Stand,3169
2023-11-08,LED TV,4512
2020-12-22,Table Fan,1085
2023-07-27,Noise Cancelling Headphones,3085
2024-08-27,Wireless Charger,580
2024-05-03,Smart Bulb,1775
2024-11-03,Cool Drink,4993
2023-02-24,Laptop Stand,3673
2024-05-14,Room Heater,2093
2022-02-12,Bluetooth Speaker,77
2024-11-09,Table Fan,1379
2024-02-11,Bluetooth Speaker,4221
2022-01-02,Room Heater,3202
2024-01-05,Espresso Machine,2953
2023-07-23,Noise Cancelling Headphones,3924
2020-12-24,Room Heater,311
2020-10-05,Bluetooth Speaker,2996
2024-08-30,Flower Vase,2223
2020-12-26,LED TV,4505
2023-05-23,Yoga Mat,1377
2023-03-07,Wireless Charger,4514
2021-10-14,Smart Bulb,2384
2021-12-19,Air Purifier,2693
2020-10-28,Smart Bulb,2363
2023-08-31,Air Purifier,2430
2025-01-08,Flower Vase,766
2025-03-09,Bluetooth Speaker,4804
2025-02-28,Room Heater,1360
2020-10-05,Noise Cancelling Headphones,496
2022-12-16,Bluetooth Speaker,2775
2020-07-14,Yoga Mat,4660
2021-09-11,Bluetooth Speaker,940
2023-07-07,Laptop Stand,3675
2022-02-15,Laptop Stand,3787
2024-03-14,Smart Watch,1376
2023-11-17,Air Purifier,80
2023-03-11,Robot Vacuum,3848
2023-02-19,Smart Watch,2951
2024-12-28,Flower Vase,995
2024-08-28,Yoga Mat,2251
2023-12-10,Flower Vase,3363
2024-02-26,Room Heater,3793
2024-10-28,Flower Vase,3915
2022-08-03,Smart Bulb,304
2020-10-23,Decorative Light,2593
2025-04-14,Decorative Light,3111
2024-10-02,Espresso Machine,3809
2025-01-27,Espresso Machine,1206
2022-06-18,Decorative Light,2285
2024-04-16,Room Heater,3172
2021-08-01,Table Fan,2642
2023-12-23,Air Purifier,1874
2024-12-01,Room Heater,4969
2022-06-29,Robot Vacuum,3809
2024-08-20,LED TV,3869
2021-06-13,Smart Bulb,4595
2025-04-04,Table Fan,3875
2024-02-26,Smart Watch,1618
2020-12-23,Flower Vase,1828
2025-02-24,LED TV,4152
2024-12-11,Yoga Mat,3966
2022-07-17,Air Purifier,1272
2021-12-23,Smart Bulb,2784
2023-01-08,Smart Bulb,1369
2022-03-09,Yoga Mat,1345
2020-10-01,Smart Bulb,4798
2021-05-08,Bluetooth Speaker,1282
2023-09-05,Electric Toothbrush,2456
2020-09-27,Electric Toothbrush,3567
2024-08-18,Wireless Charger,2904
2020-12-11,Table Fan,107
2025-03-12,Yoga Mat,3254
2021-11-30,Yoga Mat,3580
2025-02-17,Noise Cancelling Headphones,312
2022-11-22,Noise Cancelling Headphones,2788
2023-11-12,Espresso Machine,3081
2022-11-24,Flower Vase,2097
2022-04-22,Bluetooth Speaker,184
2023-07-25,Electric Toothbrush,3126
2020-06-29,Noise Cancelling Headphones,101
2022-02-22,Smart Bulb,1802
2020-09-30,Cool Drink,1539
2020-05-27,Flower Vase,891
2023-07-14,Smart Watch,4187
2020-11-13,Bluetooth Speaker,1164
2022-12-21,Decorative Light,4220
2025-03-29,Room Heater,3061
2024-03-24,Decorative Light,2770
2023-12-24,Electric Toothbrush,593
2024-02-28,Flower Vase,113
2020-11-25,Room Heater,670
2024-05-19,Room Heater,259
2020-05-02,Robot Vacuum,244
2020-08-27,Electric Toothbrush,4543
2022-03-28,Room Heater,4434
2021-07-07,Table Fan,1870
2023-02-22,Noise Cancelling Headphones,151
2022-12-13,Wireless Charger,4751
2020-10-22,Table Fan,3701
2021-09-06,Espresso Machine,815
2022-10-23,Decorative Light,4777
2021-11-21,Electric Toothbrush,2952
2024-01-02,Espresso Machine,81
2024-12-27,Smart Bulb,884
2021-12-22,Wireless Charger,2092
2020-05-26,Smart Watch,4150
2024-05-15,Air Purifier,125
2025-01-18,Bluetooth Speaker,4074
2025-01-24,Bluetooth Speaker,2707
2021-02-25,Cool Drink,2942
2024-05-28,Flower Vase,271
2021-06-18,Table Fan,3678
2024-12-28,Cool Drink,2866
2023-11-25,Robot Vacuum,4939
2020-08-23,Room Heater,3782
2022-05-22,Air Purifier,1383
2021-02-05,Flower Vase,2682
2023-04-29,Smart Watch,4390
2023-06-28,Laptop Stand,2181
2020-12-21,Laptop Stand,4827
2022-06-23,Smart Bulb,1311
2021-07-30,Bluetooth Speaker,3188
2025-01-05,Laptop Stand,3588
2021-03-09,Smart Watch,4899
2022-09-16,Bluetooth Speaker,3002
2020-07-04,LED TV,4135
2023-12-04,Yoga Mat,4827
2024-12-11,Smart Watch,1422
2022-06-21,Cool Drink,166
2023-06-07,LED TV,1593
2021-02-08,Room Heater,2980
2023-09-18,Air Purifier,3466
2022-11-07,Decorative Light,981
2023-08-17,Table Fan,795
2020-12-28,Bluetooth Speaker,3420
2020-06-27,Yoga Mat,3230
2020-05-20,Espresso Machine,3521
2025-02-25,Smart Bulb,998
2022-04-01,Noise Cancelling Headphones,4379
2021-01-01,Smart Watch,222
2021-05-20,Laptop Stand,4394
2021-05-04,Air Purifier,3167
2021-06-01,Smart Watch,391
2024-10-06,Laptop Stand,1137
2021-01-28,Cool Drink,4897
2023-05-22,Robot Vacuum,3083
2024-05-04,Table Fan,2186
2022-04-17,Espresso Machine,1925
2023-12-25,Wireless Charger,3271
2024-04-16,Robot Vacuum,1372
2020-07-12,Robot Vacuum,4599
2022-04-11,Smart Watch,3313
2022-09-19,Smart Watch,2474
2023-09-09,Smart Bulb,3501
2022-12-25,Bluetooth Speaker,741
2021-09-01,Smart Watch,2520
2020-08-12,Smart Bulb,408
2020-09-13,Cool Drink,1783
2023-08-11,Cool Drink,645
2023-07-10,Smart Bulb,1891
2025-02-12,Wireless Charger,404
2024-12-25,Noise Cancelling Headphones,3031
2023-12-04,Cool Drink,3368
2025-03-08,Cool Drink,551
2023-05-30,Cool Drink,2443
2024-06-10,Wireless Charger,180
2025-03-24,Table Fan,3913
2023-07-27,Decorative Light,2528
2021-04-17,Room Heater,1344
2020-08-08,Decorative Light,976
2020-10-10,Air Purifier,994
2023-05-09,Smart Bulb,2049
2020-10-28,Electric Toothbrush,3170
2020-07-13,Wireless Charger,631
2021-07-22,Room Heater,2850
2023-06-10,Smart Watch,1727
2024-06-05,Noise Cancelling Headphones,1807
2025-03-29,Yoga Mat,791
2023-04-28,Noise Cancelling Headphones,1388
2025-03-23,Laptop Stand,524
2022-05-13,Table Fan,3543
2023-05-08,Noise Cancelling Headphones,1506
2023-09-12,Electric Toothbrush,4507
2022-05-14,Table Fan,4881
2023-03-29,Robot Vacuum,2462
2022-05-24,Laptop Stand,1076
2024-08-23,Electric Toothbrush,4654
2022-11-05,Robot Vacuum,675
2021-03-13,Noise Cancelling Headphones,320
2022-08-31,Yoga Mat,531
2021-05-30,Air Purifier,3908
2023-08-11,Noise Cancelling Headphones,1048
2024-02-10,Laptop Stand,4393
2024-03-15,Flower Vase,3427
2025-02-06,Flower Vase,2240
2023-06-30,Bluetooth Speaker,2572
2023-07-06,Cool Drink,2516
2022-03-22,Cool Drink,740
2021-09-08,Cool Drink,2171
2023-11-19,Flower Vase,766
2020-06-07,LED TV,171
2024-11-07,Flower Vase,3659
2021-09-13,Espresso Machine,4643
2023-04-18,Laptop Stand,572
2022-11-22,Espresso Machine,2509
2021-11-14,Noise Cancelling Headphones,2613
2020-05-19,Smart Bulb,1164
2024-12-13,Air Purifier,1629
2022-03-18,Noise Cancelling Headphones,862
2020-09-30,LED TV,620
2022-02-01,Noise Cancelling Headphones,946
2020-09-15,Electric Toothbrush,2215
2022-01-27,Noise Cancelling Headphones,1791
2023-10-02,Noise Cancelling Headphones,4640
2023-04-16,Wireless Charger,2697
2024-03-07,Decorative Light,1693
2023-05-17,Flower Vase,4943
2022-10-19,Noise Cancelling Headphones,140
2022-05-23,Flower Vase,4962
2022-08-15,Table Fan,4926
2023-11-09,Wireless Charger,4038
2024-05-21,Electric Toothbrush,3397
2024-09-17,Decorative Light,2110
2022-09-13,Cool Drink,2188
2024-10-31,Laptop Stand,3961
2023-03-16,Smart Bulb,2165
2022-09-22,Laptop Stand,3766
2023-12-11,Bluetooth Speaker,777
2022-01-08,Noise Cancelling Headphones,1303
2024-07-21,Noise Cancelling Headphones,3459
2023-07-10,Electric Toothbrush,4809
2024-12-31,Bluetooth Speaker,1582
2024-02-28,Cool Drink,2064
2023-05-13,Decorative Light,2316
2021-07-02,Cool Drink,3511
2024-05-09,Decorative Light,893
2022-03-18,Noise Cancelling Headphones,1396
2022-10-06,Air Purifier,4452
2020-09-15,Espresso Machine,3942
2024-09-26,Yoga Mat,664
2020-10-30,Flower Vase,330
2022-03-28,Air Purifier,232
2022-09-15,Cool Drink,2822
2020-06-14,LED TV,3023
2022-08-30,Smart Watch,3014
2020-08-06,Laptop Stand,4535
2022-04-07,Flower Vase,3556
2024-05-26,Decorative Light,1814
2021-05-30,Room Heater,1316
2021-09-22,Cool Drink,3089
2024-12-31,Table Fan,2920
2022-02-12,Electric Toothbrush,4555
2022-06-01,Cool Drink,255
2024-10-07,Electric Toothbrush,719
2024-05-30,Air Purifier,2726
2021-01-09,Table Fan,4066
2021-06-04,Espresso Machine,3208
2021-12-05,Room Heater,4555
2022-10-06,Electric Toothbrush,2553
2024-06-26,Air Purifier,4575
2025-02-27,Bluetooth Speaker,1372
2022-07-29,Electric Toothbrush,4846
2021-08-28,Air Purifier,1339
2023-10-04,Electric Toothbrush,1387
2020-11-10,Room Heater,1662
2023-03-01,Smart Bulb,1223
2022-01-10,Laptop Stand,3025
2022-06-11,Decorative Light,1559
2021-10-27,Bluetooth Speaker,3992
2022-05-11,Air Purifier,3220
2021-10-26,Bluetooth Speaker,4720
2023-05-23,Espresso Machine,524
2021-03-10,Decorative Light,4498
2025-04-24,Smart Watch,3781
2025-03-01,Smart Bulb,3282
2023-07-19,Cool Drink,4838
2023-09-10,Smart Watch,1554
2023-01-12,Cool Drink,4084
2021-09-15,Robot Vacuum,3921
2020-09-29,Electric Toothbrush,2493
2022-08-18,Espresso Machine,1034
2023-11-17,Wireless Charger,617
2025-01-24,Flower Vase,1939
2024-04-14,Wireless Charger,1027
2022-08-30,Espresso Machine,1928
2024-01-26,Electric Toothbrush,1963
2022-10-28,Smart Bulb,869
2023-06-10,Noise Cancelling Headphones,2013
2020-10-23,Electric Toothbrush,4983
2020-07-04,Decorative Light,3648
2023-10-25,Robot Vacuum,1125
2023-04-24,Cool Drink,1562
2023-04-09,Air Purifier,3331
2021-02-08,Noise Cancelling Headphones,4612
2023-09-19,Yoga Mat,3655
2024-02-20,Room Heater,1937
2020-07-01,Bluetooth Speaker,3848
2024-09-26,Robot Vacuum,893
2022-08-05,Laptop Stand,2590
2024-07-30,Flower Vase,4597
2022-12-15,Smart Bulb,3896
2022-07-16,Smart Bulb,343
2020-08-02,Air Purifier,544
2023-04-16,Air Purifier,1947
2023-05-14,LED TV,1100
2023-07-27,Wireless Charger,3484
2023-10-18,Air Purifier,864
2021-08-15,Robot Vacuum,607
2024-09-24,Room Heater,3261
2020-06-21,Table Fan,641
2021-03-24,Smart Bulb,3783
2022-10-13,Robot Vacuum,3673
2023-01-07,Decorative Light,4159
2024-03-30,Flower Vase,3411
2022-04-04,Air Purifier,1707
2023-03-12,Laptop Stand,4117
2020-05-19,Table Fan,4203
2021-03-15,Bluetooth Speaker,3060
2023-10-23,Smart Watch,4975
2023-09-21,Smart Bulb,394
2020-12-08,Robot Vacuum,2766
2020-08-05,Cool Drink,2540
2021-08-07,Smart Bulb,3623
2021-08-24,Air Purifier,3689
2021-11-25,Flower Vase,1197
2024-06-10,Air Purifier,3530
2023-03-22,Bluetooth Speaker,2771
2020-11-24,Wireless Charger,2577
2022-11-16,Robot Vacuum,2097
2021-03-16,Cool Drink,2133
2023-06-01,Smart Watch,2574
2024-11-09,Electric Toothbrush,273
2021-08-05,LED TV,1470
2021-09-09,Smart Watch,999
2023-08-17,Espresso Machine,3248
2024-03-17,Flower Vase,351
2023-03-09,Espresso Machine,2894
2022-09-15,Yoga Mat,2567
2021-12-22,LED TV,1336
2021-12-21,Air Purifier,3664
2023-02-28,Room Heater,2251
2021-02-23,Electric Toothbrush,924
2024-11-27,Bluetooth Speaker,3451
2023-03-29,Air Purifier,912
2020-09-10,LED TV,2766
2021-02-28,LED TV,2945
2023-01-29,Flower Vase,1289
2023-08-17,Espresso Machine,396
2023-04-05,Smart Bulb,4717
2022-01-21,Noise Cancelling Headphones,819
2024-01-05,Air Purifier,2688
2024-01-20,Electric Toothbrush,1974
2023-03-11,Espresso Machine,1630
2022-09-26,Flower Vase,1295
2024-03-14,LED TV,4624
2023-11-06,Smart Bulb,1641
2020-05-04,Air Purifier,2323
2022-04-25,Bluetooth Speaker,79
2024-05-01,LED TV,3937
2022-06-12,Smart Bulb,2605
2021-07-30,Table Fan,1082
2020-05-18,Air Purifier,3299
2023-04-02,Yoga Mat,3046
2023-05-29,Yoga Mat,1797
2020-10-09,Flower Vase,1111
2020-10-21,Room Heater,4523
2025-02-23,Smart Watch,879
2022-07-08,Bluetooth Speaker,154
2023-11-27,Smart Bulb,3805
2022-10-20,Electric Toothbrush,2331
2024-12-22,Laptop Stand,2095
2020-11-15,Robot Vacuum,3286
2024-03-24,Cool Drink,4519
2023-07-25,Yoga Mat,1340
2020-08-06,Cool Drink,3044
2021-10-04,Flower Vase,2239
2022-08-02,LED TV,221
2020-05-31,Room Heater,232
2024-07-19,Wireless Charger,3535
2022-12-18,Electric Toothbrush,4634
2024-06-06,Air Purifier,1293
2021-07-27,Bluetooth Speaker,257
2021-12-28,LED TV,2662
2023-01-19,Decorative Light,4459
